car name,rating,exterior & body,engine/transmission/clutch,suspension/steering,interior,ac/heater,price,model date,mileage,fuel type,transmission,company,variant
"Honda N Wgn G,Petrol,Automatic,2020",95,87,100,100,100,100,355000,14,31501,2,1,11,309
"Honda Vezel e-HEV Z,Hybrid,Automatic,2021",90,72,100,100,94,100,12500000,15,22926,1,1,11,461
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",100,99,100,100,100,100,635000,16,102,2,1,27,143
"Toyota Pixis Epoch,Petrol,Automatic,2019",92,78,100,100,97,100,355000,13,23507,2,1,27,334
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2022",96,91,100,100,95,100,700000,16,43585,2,1,11,108
"Peugeot 2008 Active,Petrol,Automatic,2023",99,96,100,100,100,100,675000,17,17022,2,1,20,0
"Honda Vezel e-HEV Z,Hybrid,Automatic,2021",97,93,100,100,100,100,12000000,15,7171,1,1,11,461
"Honda Vezel Hybrid Z Honda Sensing,Petrol,Automatic,2018",97,92,100,100,100,100,799900,12,50219,2,1,11,456
"KIA Sportage AWD,Petrol,Automatic,2021",95,85,100,100,98,100,739000,15,35725,2,1,14,404
"Honda BR-V i-VTEC S,Petrol,Automatic,2023",99,95,100,100,100,100,585000,17,5409,2,1,11,41
"Toyota Land Cruiser ZX,Petrol,Automatic,2015",91,70,100,100,100,100,38500000,9,111300,2,1,27,277
"KIA Sportage FWD,Petrol,Automatic,2020",88,59,100,100,98,100,638500,14,40286,2,1,14,413
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",98,93,99,100,100,100,14700000,16,12452,2,1,27,206
"Toyota Hilux Revo Rocco,Diesel,Automatic,2023",97,94,100,100,87,100,15200000,17,11025,0,1,27,250
"MG ZS 1.5L,Petrol,Automatic,2022",96,88,100,100,98,100,540000,16,20558,2,1,15,513
"MG HS Trophy,Petrol,Automatic,2022",100,99,100,100,100,100,760000,16,367,2,1,15,243
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2022",97,92,100,100,100,100,16700000,16,20343,0,1,27,215
"Honda BR-V i-VTEC S,Petrol,Automatic,2021",97,90,100,100,94,100,560000,15,7071,2,1,11,41
"Peugeot 2008 Allure,Petrol,Automatic,2022",100,100,100,100,100,100,720000,16,4422,2,1,20,3
"Suzuki Alto VXR,Petrol,Manual,2022",87,61,100,100,95,100,245000,16,27092,2,0,26,29
"Toyota Yaris GLI CVT 1.3,Petrol,Automatic,2021",95,84,100,100,100,100,410000,15,31324,2,1,27,505
"Suzuki Swift GL CVT,Petrol,Automatic,2022",98,95,100,100,97,100,420000,16,22484,2,1,26,428
"Honda Civic RS,Petrol,Automatic,2022",98,93,100,100,100,100,950000,16,16747,2,1,11,115
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",96,88,100,100,100,100,830000,16,37291,2,1,12,442
"Hyundai Elantra GLS,Petrol,Automatic,2022",96,87,100,100,100,100,645000,16,19036,2,1,12,191
"Hyundai Sonata 2.0,Petrol,Automatic,2021",97,90,100,100,97,100,900000,15,35596,2,1,12,388
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",100,99,100,100,100,100,900000,16,9651,2,1,14,397
"Changan Oshan X7 FutureSense,Petrol,Automatic,2022",99,99,100,100,95,100,900000,16,8310,2,1,3,315
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",83,47,100,100,95,100,615000,14,87950,2,1,11,108
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",98,94,100,100,98,100,435000,16,10013,2,1,3,15
"Honda Civic 1.8 i-VTEC CVT,Petrol,Automatic,2020",88,64,98,100,100,100,565000,14,61774,2,1,11,101
"Daihatsu Mira X,Petrol,Automatic,2019",91,76,100,100,85,100,380000,13,42449,2,1,6,293
"Suzuki Cultus VXL,Petrol,Manual,2020",97,90,100,100,97,100,370000,14,36055,2,0,26,171
"Toyota Yaris GLI MT 1.3,Petrol,Manual,2022",97,92,100,100,97,100,415000,16,40258,2,0,27,506
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",90,68,100,100,98,100,428000,16,25095,2,1,3,15
"Daihatsu Mira X SA lll,Petrol,Automatic,2022",91,73,100,100,93,100,379000,16,23177,2,1,6,297
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",94,81,100,100,98,100,760000,15,22328,2,1,11,108
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",98,96,100,100,96,100,490000,16,25571,2,1,27,500
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",98,98,100,100,100,100,530000,16,44841,2,1,11,83
"Daihatsu Mira G SA III,Petrol,Automatic,2020",97,92,100,100,100,100,330000,14,25400,2,1,6,283
"Honda Vezel e-HEV Z,Hybrid,Automatic,2021",97,93,100,100,100,100,11700000,15,7171,1,1,11,461
"Proton X70 Premium FWD,Petrol,Automatic,2022",98,93,100,100,100,100,830000,16,4805,2,1,23,491
"Peugeot 2008 Allure,Petrol,Automatic,2022",98,94,100,100,100,100,695000,16,15959,2,1,20,3
"Honda BR-V i-VTEC S,Petrol,Automatic,2020",99,97,100,100,100,100,540000,14,30865,2,1,11,41
"Toyota Land Cruiser ZX Gasoline 3.5L,Petrol,Automatic,2023",99,100,100,100,100,100,93000000,17,3763,2,1,27,279
"Toyota Prado TX 2.7,Petrol,Automatic,2017",96,87,100,100,100,100,29000000,11,42601,2,1,27,338
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2018",100,100,100,100,100,100,32500000,12,24329,2,1,27,341
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",97,93,100,100,98,100,600000,16,23716,2,1,27,143
"Toyota Fortuner 2.7 V,Petrol,Automatic,2021",100,99,100,100,100,100,15800000,15,2728,2,1,27,209
"Suzuki Alto VXL AGS,Petrol,Automatic,2023",99,99,100,100,100,100,305000,17,501,2,1,26,25
"Suzuki Alto VXL AGS,Petrol,Automatic,2021",92,80,100,100,82,100,270000,15,77832,2,1,26,25
"Honda City 1.2L CVT,Petrol,Automatic,2023",100,100,100,100,100,100,500000,17,47,2,1,11,74
"Suzuki Alto L,Petrol,Automatic,2021",99,98,100,100,100,100,340000,15,4630,2,1,26,18
"Suzuki Wagon R VXL,Petrol,Manual,2023",99,99,100,100,95,100,335000,17,15869,2,0,26,481
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2022",95,83,100,100,100,100,415000,16,12869,1,1,26,476
"Suzuki Wagon R VXL,Petrol,Manual,2018",95,87,100,100,98,100,270000,12,9384,2,0,26,481
"Suzuki Wagon R VXR,Petrol,Manual,2023",100,100,100,100,100,100,305000,17,44,2,0,26,486
"KIA Picanto 1.0 MT,Petrol,Manual,2021",93,82,100,100,90,100,280000,15,32111,2,0,14,332
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",95,83,100,100,100,100,580000,16,12830,2,1,11,41
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",93,77,100,100,100,100,525000,16,11261,2,1,11,83
"Audi A6 1.8 TFSI,Petrol,Automatic,2016",99,98,100,100,100,100,13000000,10,164031,2,1,0,12
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",100,99,100,100,100,100,562500,16,2850,2,1,11,83
"Daihatsu Mira X,Petrol,Automatic,2020",99,99,100,100,98,100,420000,14,4554,2,1,6,293
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",99,95,100,100,100,100,300000,16,7708,2,1,26,25
"KIA Picanto 1.0 AT,Petrol,Automatic,2023",97,92,100,100,92,100,355000,17,12563,2,1,14,327
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",95,85,100,100,97,100,470000,15,32679,2,1,27,500
"Suzuki Cultus VXR,Petrol,Manual,2022",98,96,100,100,95,100,340000,16,10667,2,0,26,174
"Ford F 150 Raptor 5.0L,Petrol,Automatic,2018",93,75,100,100,99,100,22900000,12,83221,2,1,9,199
"Toyota Land Cruiser AX G Selection,Petrol,Automatic,2019",99,98,100,100,100,100,47200000,13,35394,2,1,27,274
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2013",94,81,100,100,96,100,20300000,7,34590,2,1,27,341
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",95,86,100,100,96,100,12800000,15,9851,0,1,27,252
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2013",96,84,100,100,100,100,20100000,7,31813,2,1,27,341
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2023",100,100,100,100,100,100,378000,17,48,2,1,23,373
"Toyota C-HR S-LED,Hybrid,Automatic,2018",99,98,100,100,100,100,845000,12,60702,1,1,27,65
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",97,91,100,96,97,100,515000,16,15700,2,1,27,500
"Mazda Flair XG,Petrol,Automatic,2020",94,80,100,100,96,100,360000,14,28214,2,1,16,203
"Hyundai Elantra GLS,Petrol,Automatic,2023",94,79,100,100,100,100,695000,17,8581,2,1,12,191
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2017",94,80,100,100,96,100,13500000,11,22173,2,1,27,211
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",98,98,100,100,90,100,780000,16,35823,2,1,12,448
"Hyundai Sonata 2.5,Petrol,Automatic,2022",99,98,100,100,100,100,11000000,16,5158,2,1,12,392
"Honda Insight EX,Hybrid,Automatic,2021",96,90,100,100,98,100,14200000,15,32775,1,1,11,256
"KIA Sportage FWD,Petrol,Automatic,2022",96,90,100,100,92,100,750000,16,16173,2,1,14,413
"Honda HR-V VTi-S,Petrol,Automatic,2022",99,96,100,100,100,100,720000,16,7108,2,1,11,234
"Honda Civic Oriel,Petrol,Automatic,2022",94,83,100,100,85,100,830000,16,18485,2,1,11,107
"KIA Sportage Alpha,Petrol,Automatic,2022",97,91,100,100,100,100,680000,16,17457,2,1,14,410
"KIA Sportage FWD,Petrol,Automatic,2020",99,99,100,100,95,100,690000,14,28973,2,1,14,413
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2022",96,91,100,100,95,100,700000,16,43585,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",91,73,98,100,98,100,590000,14,45789,2,1,11,108
"Hyundai Elantra GLS,Petrol,Automatic,2022",100,100,100,100,100,100,670000,16,10236,2,1,12,191
"Hyundai Sonata 2.5,Petrol,Automatic,2021",99,99,100,100,90,100,10700000,15,20313,2,1,12,392
"KIA Sorento 3.5 FWD,Petrol,Automatic,2022",100,100,100,100,100,100,850000,16,4268,2,1,14,400
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2023",99,95,100,100,100,100,750000,17,1955,2,1,27,140
"Daihatsu Mira LSA 3,Petrol,Automatic,2020",86,55,100,100,93,100,314000,14,64690,2,1,6,289
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",92,76,100,100,100,100,565000,13,79304,2,1,11,108
"KIA Sportage FWD,Petrol,Automatic,2020",90,68,100,100,93,100,630000,14,49160,2,1,14,413
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",97,94,100,100,98,100,790000,15,50796,2,1,12,442
"Peugeot 2008 Allure,Petrol,Automatic,2023",97,91,100,100,100,100,750000,17,13914,2,1,20,3
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2017",87,61,98,100,95,100,515000,11,23300,2,1,11,108
"Suzuki Wagon R VXL,Petrol,Manual,2019",94,86,98,100,95,100,280000,13,22172,2,0,26,481
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",89,67,100,100,90,100,550000,15,77535,2,1,27,143
"Toyota Vitz F 1.0,Petrol,Automatic,2018",94,86,100,100,97,100,410000,12,60655,2,1,27,465
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2022",95,87,98,100,92,100,620000,16,40519,2,1,27,146
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2021",97,91,100,100,95,100,655000,15,36491,2,1,27,138
"KIA Grand Carnival EX,Petrol,Automatic,2018",91,68,100,100,100,100,830000,12,68850,2,1,14,226
"KIA Sportage FWD,Petrol,Automatic,2020",95,86,100,100,97,100,770000,14,8799,2,1,14,413
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2020",93,75,100,100,100,100,480000,14,67552,2,1,27,500
"Mazda Flair XG,Petrol,Automatic,2018",93,84,100,100,86,100,350000,12,64649,2,1,16,203
"Changan Oshan X7 FutureSense,Petrol,Automatic,2022",96,87,100,100,100,100,850000,16,8977,2,1,3,315
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",98,95,100,100,100,100,535000,15,4250,2,1,11,83
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",93,90,100,100,100,100,820000,16,13255,2,1,12,442
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",98,94,100,100,100,100,810000,16,23321,2,1,12,442
"Changan Karvaan Plus,Petrol,Manual,2022",97,94,98,100,97,100,285000,16,19207,2,0,3,265
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",98,93,100,100,100,100,850000,16,4301,2,1,4,439
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2017",95,86,99,100,100,100,519500,11,90683,2,1,11,108
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",96,91,100,100,93,100,420000,16,41958,2,1,3,15
"Suzuki Alto VXR,Petrol,Manual,2022",94,87,100,100,88,100,262000,16,27626,2,0,26,29
"Suzuki Alto VXR,Petrol,Manual,2021",96,87,100,100,97,100,260000,15,29649,2,0,26,29
"Honda City 1.5L CVT,Petrol,Automatic,2022",97,94,100,100,94,100,480000,16,22386,2,1,11,89
"Honda Vezel Hybrid Z Honda Sensing,Petrol,Automatic,2018",97,92,100,100,100,100,790000,12,16761,2,1,11,456
"Proton X70 Executive AWD,Petrol,Automatic,2021",92,75,100,100,97,100,695000,15,58062,2,1,23,489
"DFSK Glory 580 Pro,Petrol,Automatic,2023",96,91,100,100,91,100,650000,17,9798,2,1,5,222
"Honda HR-V VTi-S,Petrol,Automatic,2022",96,86,100,100,100,100,715000,16,8623,2,1,11,234
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",100,99,100,100,100,100,300000,16,53,2,1,26,25
"Suzuki Swift DLX Automatic 1.3 Navigation,Petrol,Automatic,2019",77,36,96,96,90,100,270000,13,53824,2,1,26,427
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",97,91,100,100,95,100,310000,16,5951,2,1,14,327
"Honda Civic 1.8 i-VTEC CVT,Petrol,Automatic,2020",89,68,100,100,97,100,550000,14,32428,2,1,11,101
"Honda City Aspire Prosmatec 1.5 i-VTEC,Petrol,Automatic,2021",89,69,100,100,91,100,450000,15,29982,2,1,11,93
"Honda Vezel Hybrid Z,Hybrid,Automatic,2016",77,28,100,100,90,100,500000,10,50593,1,1,11,454
"Suzuki Cultus VXL,Petrol,Manual,2021",96,90,100,100,95,100,330000,15,47089,2,0,26,171
"Suzuki Wagon R VXL,Petrol,Manual,2019",89,70,97,100,91,100,230000,13,55932,2,0,26,481
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",96,89,100,100,91,100,405000,16,21225,2,1,3,15
"Hyundai Elantra GLS,Petrol,Automatic,2023",100,100,100,100,100,100,705000,17,4861,2,1,12,191
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",92,81,100,100,88,100,12000000,15,84659,0,1,27,252
"Honda Vezel e-HEV Play,Hybrid,Automatic,2023",100,100,100,100,97,100,15500000,17,1456,1,1,11,459
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",93,79,100,100,97,100,560000,16,23992,2,1,27,143
"Daihatsu Mira X SA lll,Petrol,Automatic,2022",100,99,100,100,100,100,365000,16,1334,2,1,6,297
"Honda City 1.5L CVT,Petrol,Automatic,2022",98,95,100,100,98,100,500000,16,15061,2,1,11,89
"Toyota Prado TX 2.7,Petrol,Automatic,2018",98,93,100,100,98,100,25200000,12,34037,2,1,27,338
"Toyota Yaris Cross Hybrid Z,Hybrid,Automatic,2021",95,90,100,100,94,100,10200000,15,18411,1,1,27,504
"Hyundai Sonata 2.5,Petrol,Automatic,2023",96,87,100,100,95,100,10500000,17,31332,2,1,12,392
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",91,74,100,100,94,100,630000,15,30767,2,1,27,140
"Suzuki Cultus VXR,Petrol,Manual,2021",85,57,98,100,85,100,300000,15,76148,2,0,26,174
"Honda City Aspire Prosmatec 1.5 i-VTEC,Petrol,Automatic,2020",90,68,100,100,98,100,400000,14,30092,2,1,11,93
"Daihatsu Mira X SA lll,Petrol,Automatic,2021",98,97,100,100,100,100,375000,15,8457,2,1,6,297
"Toyota Vitz F 1.0,Petrol,Automatic,2018",90,72,100,100,84,100,385000,12,43857,2,1,27,465
"KIA Sorento 3.5 FWD,Petrol,Automatic,2021",96,85,100,100,100,100,860000,15,10507,2,1,14,400
"Toyota Sienta G,Petrol,Automatic,2018",97,92,100,100,100,100,637500,12,103069,2,1,27,386
"Hyundai Elantra GL,Petrol,Automatic,2022",98,96,100,100,100,100,600000,16,23730,2,1,12,189
"Toyota Prado TX Limited 2.7,Petrol,Automatic,2007",84,55,97,100,85,100,810000,3,129755,2,1,27,345
"Honda Fit 1.5 Hybrid S Package,Hybrid,Automatic,2020",98,94,100,100,100,100,749000,14,27616,1,1,11,201
"Peugeot 2008 Active,Petrol,Automatic,2023",99,96,100,100,100,100,675000,17,17022,2,1,20,0
"Toyota Yaris Hatchback,Petrol,Automatic,2020",92,77,100,100,98,100,475000,14,83338,2,1,27,509
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2022",97,90,100,100,100,100,370000,16,348,2,1,23,373
"Suzuki Cultus VXR,Petrol,Manual,2021",88,62,100,100,92,100,310000,15,22326,2,0,26,174
"Suzuki Alto VXL AGS,Petrol,Automatic,2023",99,99,100,100,97,100,300000,17,3389,2,1,26,25
"MG ZS 1.5L,Petrol,Automatic,2022",100,98,100,100,100,100,595000,16,16931,2,1,15,513
"Daihatsu Mira G SA III,Petrol,Automatic,2017",81,41,100,100,95,100,340000,11,87685,2,1,6,283
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",100,98,100,100,100,100,570000,16,9614,2,1,11,41
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2023",99,97,100,100,100,100,10100000,17,2481,2,1,4,439
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",91,70,99,100,98,100,650000,15,95731,2,1,11,108
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",100,100,100,100,100,100,560000,16,908,2,1,11,83
"Honda HR-V VTi-S,Petrol,Automatic,2023",96,87,100,100,95,100,730000,17,10731,2,1,11,234
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",94,80,100,100,97,100,450000,15,42028,2,1,27,500
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",95,86,100,100,97,100,310000,16,15025,2,1,14,327
"Honda HR-V VTi-S,Petrol,Automatic,2023",96,90,100,100,100,100,685000,17,24090,2,1,11,234
"Hyundai Sonata 2.0,Petrol,Automatic,2021",96,87,100,100,100,100,869500,15,45551,2,1,12,388
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",90,66,100,100,97,100,11900000,12,85473,2,1,27,211
"Suzuki Wagon R,Petrol,Automatic,2023",97,90,100,100,99,100,380000,17,817,2,1,26,471
"Honda Vezel e-HEV Z,Hybrid,Automatic,2021",90,72,100,100,94,100,12500000,15,22926,1,1,11,461
"KIA Grand Carnival EX,Petrol,Automatic,2019",91,78,100,100,100,100,10000000,13,75810,2,1,14,226
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",100,100,100,100,100,100,920000,16,37409,2,1,4,439
"MG ZS 1.5L,Petrol,Automatic,2021",88,64,98,100,100,100,520000,15,42222,2,1,15,513
"Suzuki Swift GL Manual,Petrol,Manual,2022",100,100,100,100,100,100,415000,16,2758,2,0,26,431
"MG HS Trophy,Petrol,Automatic,2021",96,89,100,100,94,100,650000,15,36832,2,1,15,243
"Honda Civic RS,Petrol,Automatic,2023",99,98,100,100,100,100,970000,17,12348,2,1,11,115
"Hyundai Elantra GL,Petrol,Automatic,2023",100,99,100,100,100,100,690000,17,183,2,1,12,189
"Hyundai Elantra GLS,Petrol,Automatic,2023",100,100,100,100,97,100,745000,17,1916,2,1,12,191
"Hyundai Sonata 2.5,Petrol,Automatic,2022",96,88,100,100,100,100,11500000,16,8377,2,1,12,392
"Hyundai Sonata 2.5,Petrol,Automatic,2023",100,100,100,100,100,100,11900000,17,645,2,1,12,392
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2019",97,89,100,100,100,100,14100000,13,46771,0,1,27,215
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",83,46,100,100,95,100,445000,15,24596,2,1,27,500
"Honda City 1.2L CVT,Petrol,Automatic,2021",100,99,100,100,100,100,450000,15,9250,2,1,11,74
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",89,66,100,100,93,100,518000,15,29416,2,1,27,143
"Changan Oshan X7 Comfort,Petrol,Automatic,2022",98,94,100,100,97,100,754800,16,17215,2,1,3,313
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2023",100,100,100,100,100,100,390000,17,35,2,1,23,373
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",96,87,100,100,98,100,575000,13,69775,2,1,11,108
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",96,89,100,100,98,100,363000,14,52748,2,1,6,297
"Toyota Yaris Cross Hybrid Z,Hybrid,Automatic,2020",89,71,100,100,77,100,880000,14,41753,1,1,27,504
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2020",89,69,100,100,90,100,340000,14,33276,2,1,26,167
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",98,94,100,100,100,100,17700000,15,7938,0,1,27,215
"Toyota Fortuner 2.7 V,Petrol,Automatic,2022",100,100,100,100,100,100,16000000,16,622,2,1,27,209
"KIA Sportage AWD,Petrol,Automatic,2019",89,70,100,100,85,100,730000,13,69853,2,1,14,404
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",96,88,100,100,98,100,650000,15,47523,2,1,11,108
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",96,89,100,100,93,100,297500,16,14498,2,1,26,25
"Suzuki Wagon R AGS,Petrol,Automatic,2022",93,77,100,100,100,100,310000,16,15818,2,1,26,473
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",90,68,100,100,98,100,285000,16,9609,2,1,26,25
"KIA Sportage AWD,Petrol,Automatic,2019",98,93,100,100,100,100,700000,13,64406,2,1,14,404
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",88,59,100,100,100,100,690000,15,18467,2,1,11,108
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",94,83,100,100,90,100,750000,16,23848,2,1,12,448
"Honda Vezel Hybrid Z Honda Sensing,Petrol,Automatic,2019",96,90,100,100,100,100,840000,13,26755,2,1,11,456
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2020",98,94,100,100,100,100,750000,14,33709,2,1,12,442
"MG HS Trophy,Petrol,Automatic,2021",98,92,100,100,100,100,760000,15,17250,2,1,15,243
"Honda Civic Oriel,Petrol,Automatic,2022",94,81,100,100,100,100,800000,16,5723,2,1,11,107
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2018",95,91,100,100,98,100,34000000,12,20648,2,1,27,341
"MG HS 1.5 Turbo,Petrol,Automatic,2021",91,76,100,100,93,100,695000,15,30281,2,1,15,237
"Honda Civic RS,Petrol,Automatic,2022",99,97,100,100,100,100,920000,16,11273,2,1,11,115
"Honda HR-V VTi-S,Petrol,Automatic,2023",100,98,100,100,100,100,790000,17,93,2,1,11,234
"Honda HR-V VTi-S,Petrol,Automatic,2023",94,85,100,100,92,100,720000,17,26299,2,1,11,234
"KIA Sportage FWD,Petrol,Automatic,2019",97,91,100,100,98,100,700000,13,48942,2,1,14,413
"KIA Sportage AWD,Petrol,Automatic,2023",100,99,100,100,100,100,910000,17,11183,2,1,14,404
"KIA Sportage AWD,Petrol,Automatic,2021",94,82,100,96,100,100,760000,15,35650,2,1,14,404
"KIA Stonic EX+,Petrol,Automatic,2021",97,90,100,100,100,100,550000,15,25823,2,1,14,422
"KIA Sportage FWD,Petrol,Automatic,2023",94,81,100,100,97,100,790000,17,5402,2,1,14,413
"KIA Sportage FWD,Petrol,Automatic,2022",98,94,100,100,100,100,775000,16,15423,2,1,14,413
"KIA Stonic EX+,Petrol,Automatic,2022",89,69,98,96,89,100,535000,16,43208,2,1,14,422
"KIA Sportage AWD,Petrol,Automatic,2021",97,95,100,100,98,100,790000,15,36147,2,1,14,404
"KIA Sportage FWD,Petrol,Automatic,2019",92,81,100,100,95,100,660000,13,45304,2,1,14,413
"KIA Sportage AWD,Petrol,Automatic,2020",96,88,100,96,100,100,725000,14,62794,2,1,14,404
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",96,93,98,100,92,100,860000,16,32637,2,1,14,397
"Hyundai Santa Fe Signature,Hybrid,Automatic,2023",100,98,100,100,100,100,15000000,17,3051,1,1,12,380
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2020",89,64,100,100,100,100,737500,14,54639,2,1,12,442
"Hyundai Santa Fe Signature,Hybrid,Automatic,2023",98,94,100,100,100,100,14500000,17,2827,1,1,12,380
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",93,79,100,100,94,100,760000,15,57182,2,1,12,442
"Hyundai Elantra GLS,Petrol,Automatic,2023",98,94,100,100,100,100,698000,17,7247,2,1,12,191
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",99,97,100,100,100,100,14400000,16,433,2,1,27,206
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2019",92,76,100,100,98,100,16200000,13,37063,2,1,27,211
"Toyota Fortuner 2.7 V,Petrol,Automatic,2021",93,77,100,100,98,100,15500000,15,15400,2,1,27,209
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2022",94,81,100,100,90,100,17000000,16,10683,0,1,27,215
"KIA Picanto 1.0 AT,Petrol,Automatic,2021",95,85,100,100,94,100,354000,15,3757,2,1,14,327
"Peugeot 2008 Active,Petrol,Automatic,2022",98,93,100,100,100,100,620000,16,39702,2,1,20,0
"Honda N Wgn G,Petrol,Automatic,2020",89,68,100,100,96,100,359000,14,5345,2,1,11,309
"Suzuki Cultus VXR,Petrol,Manual,2022",98,95,100,100,100,100,338000,16,7866,2,0,26,174
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2020",92,75,100,100,100,100,330000,14,9744,1,1,26,476
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2021",95,89,100,96,93,100,363500,15,11563,1,1,26,476
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",92,75,100,100,100,100,12500000,15,39621,0,1,27,252
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2023",100,100,100,100,100,100,529000,17,1390,2,1,27,495
"Proton X70 Premium FWD,Petrol,Automatic,2022",93,76,100,100,100,100,810000,16,24200,2,1,23,491
"Peugeot 2008 Allure,Petrol,Automatic,2022",99,99,100,100,100,100,700000,16,12301,2,1,20,3
